default_name,version,is_default,rt_id_array,displayed_version_name
Youmu Konpaku,{Touhou},t,{13288},Touhou
Youmu,{Touhou},t,{13288},Touhou
Three Fairies of Light,{Touhou},t,{13289},Touhou
Sunny Milk,{Touhou},t,{13289},Touhou
Luna Child,{Touhou},t,{13289},Touhou
Star Sapphire,{Touhou},f,{13289},Touhou
Gibbon,{616},f,{13290},616
Gibbon,{Marvel},f,{13290},616
Gibbon,"{`"Martin Blank`"}",f,{13290},616
Doop,{616},f,{13291},616
Doop,{Marvel},f,{13291},616
Daimon Hellstrom,{616},t,{13292},616
Daimon Hellstrom,{Marvel},t,{13292},616
Desak,{616},t,{13293},616
Desak,{Marvel},t,{13293},616
Eye-Boy,{616},t,{13294},616
Eye-Boy,{Marvel},t,{13294},616
Eye-Boy,"{`"Trevor Hawkins`"}",t,{13294},616
Inferno,"{`"Inferno ?\\(616`"}",f,{13295},616
Inferno,"{`"Inferno ?\\(Marvel`"}",f,{13295},616
Dante Pertuz,{616},t,{13295},616
Dante Pertuz,{Marvel},t,{13295},616
Echo,"{`"Echo ?\\(616`"}",f,{13296},616
Echo,"{`"Echo ?\\(Marvel`"}",f,{13296},616
Maya Lopez,{616},t,{13296},616
Maya Lopez,{Marvel},t,{13296},616
Decibel,"{`"Decibel ?\\(616`"}",f,{13297},616
Decibel,"{`"Decibel ?\\(Marvel`"}",f,{13297},616
Chamber,"{`"Chamber ?\\(616`"}",f,{13298},616
Chamber,"{`"Chamber ?\\(Marvel`"}",f,{13298},616
Jonothon Starsmore,{616},t,"{13298,13297}",616
Jonothon Starsmore,{Marvel},t,"{13298,13297}",616
CT,"{`"Red vs.? Blue`"}",f,{13299},Red vs. Blue
CT,{RvB},f,{13299},Red vs. Blue
Wyoming,"{`"Red vs.? Blue`"}",f,{13300},Red vs. Blue
Wyoming,{RvB},f,{13300},Red vs. Blue
York,"{`"Red vs.? Blue`"}",f,{13301},Red vs. Blue
York,{RvB},f,{13301},Red vs. Blue
North,"{`"Red vs.? Blue`"}",f,{13302},Red vs. Blue
North,{RvB},f,{13302},Red vs. Blue
South,"{`"Red vs.? Blue`"}",f,{13303},Red vs. Blue
South,{RvB},f,{13303},Red vs. Blue
Pamela Voorhees,"{`"Friday the 13th`"}",t,{13304},Friday the 13th
Pamela,"{`"Friday the 13th`"}",f,{13304},Friday the 13th
Tina Shepard,"{`"Friday the 13th`"}",t,{13305},Friday the 13th
Blob,{1955},f,{13306},1988
Blob,{1972},f,{13306},1988
Blob,{1988},f,{13306},1988
Blob,"{`"John Carpenters?`"}",f,{13306},1988
Faker,"{`"League ?of ?Legends`"}",f,{13307},League of Legends
Faker,{LOL},f,{13307},League of Legends
Wong,"{`"Marvel Cinematic Universe`"}",f,{13308},MCU
Wong,{MCU},f,{13308},MCU
Wong,{199999},f,{13308},MCU
Kaecilius,"{`"Marvel Cinematic Universe`"}",f,{13309},MCU
Kaecilius,{MCU},f,{13309},MCU
Kaecilius,{199999},f,{13309},MCU
Kaecilius,"{`"Infinity War`"}",f,{13309},MCU
Chitauri,"{`"Marvel Cinematic Universe`"}",f,{13310},MCU
Chitauri,{MCU},f,{13310},MCU
Chitauri,{199999},f,{13310},MCU
Chitauri,"{`"Infinity War`"}",f,{13310},MCU
Chitauri,"{`"Chitauri Invasion`"}",f,{13310},MCU
Heimdall,"{`"Marvel Cinematic Universe`"}",f,{13311},MCU
Heimdall,{MCU},f,{13311},MCU
Heimdall,{199999},f,{13311},MCU
Destroyer,"{`"Marvel Cinematic Universe`"}",f,{13312},MCU
Destroyer,{MCU},f,{13312},MCU
Destroyer,{199999},f,{13312},MCU
Killmonger,"{`"Marvel Cinematic Universe`"}",f,{13313},MCU
Killmonger,{MCU},f,{13313},MCU
Killmonger,{199999},f,{13313},MCU
Iron Man,"{`"Armored Adventures`"}",f,{13314},Armored Adventures
Crimson Dynamo,"{`"Armored Adventures`"}",f,{13315},Armored Adventures
Ghost,"{`"Armored Adventures`"}",f,{13316},Armored Adventures
Madame Masque,"{`"Armored Adventures`"}",f,{13317},Armored Adventures
Mandarin,"{`"Armored Adventures`"}",f,{13318},Armored Adventures
Right Hand Man,"{`"Henry Stickm(i|a|e)n`"}",f,{13319},Henry Stickmin
Center for Chaos Containment,"{`"Henry Stickm(i|a|e)n`"}",t,{13320},Henry Stickmin
CCC,"{`"Henry Stickm(i|a|e)n`"}",f,{13320},Henry Stickmin
Princess Morbucks,"{`"Power ?puff Girls`"}",t,{13321},Powerpuff Girls
Princess Morbucks,{PPG},t,{13321},Powerpuff Girls
Count Bleck,"{`"Paper Mario`"}",t,{13322},Paper Mario
Count Bleck,{PM},t,{13322},Paper Mario
Pixls,"{`"Paper Mario`"}",t,{13323},Paper Mario
Tippi,"{`"Paper Mario`"}",f,{13323},Paper Mario
Thoreau,"{`"Paper Mario`"}",f,{13323},Paper Mario
Boomer,"{`"Paper Mario`"}",f,{13323},Paper Mario
Slim,"{`"Paper Mario`"}",f,{13323},Paper Mario
Thudley,"{`"Paper Mario`"}",t,{13323},Paper Mario
Carrie,"{`"Paper Mario`"}",f,{13323},Paper Mario
Fleep,"{`"Paper Mario`"}",f,{13323},Paper Mario
Cudge,"{`"Paper Mario`"}",f,{13323},Paper Mario
Dottie,"{`"Paper Mario`"}",f,{13323},Paper Mario
Barry,"{`"Barry ?\\(Paper Mario`"}",f,{13323},Paper Mario
Piccolo,"{`"Barry ?\\(Paper Mario`"}",f,{13323},Paper Mario
Dashell,"{`"Paper Mario`"}",t,{13323},Paper Mario
Fancy Pants,{Adventures?},f,{13324},Fancy Pants Adventure
Fancy Pants Man,{Adventures?},t,{13324},Fancy Pants Adventure
Spartan-IV,{Halo},t,{13325},Halo
Maxim Horvath,"{`"Sorcer(e|o)r's Apprentice`"}",t,{13326},The Sorcerer's Apprentice
Metal Men,"{`"Gods and Monsters`"}",f,{13327},Justice League: Gods and Monsters
Roulette,{Stavros},f,{13328},616
Roulette,"{`"Roulette ?\\(616`"}",f,{13328},616
Roulette,"{`"Roulette ?\\(Marvel`"}",f,{13328},616
Superman,"{`"Justice Lords?`"}",f,{13329},Justice Lords
Justice Lord Superman,"{`"DC Animated Universe`"}",t,{13329},DCAU
Justice Lord Superman,"{`"Animated DC`"}",t,{13329},DCAU
Justice Lord Superman,{DCAU},t,{13329},DCAU
Justice Lord Superman,{Timmverse},t,{13329},DCAU
Asthma Monster,{616},t,{13330},616
Asthma Monster,{Marvel},t,{13330},616
Alexsandr Kallus,"{`"Star ?Wars`"}",t,{13331},Star Wars
Tatsumaki,{Tatsumaki.*Destroyer},f,{},""
Alexsandr Kallus,{SWars},t,{13331},Star Wars
Ki-Adi-Mundi,"{`"Star ?Wars`"}",t,{13331},Star Wars
Ki-Adi-Mundi,{SWars},t,{13331},Star Wars
Sabine Wren,"{`"Star ?Wars`"}",t,{13332},Star Wars
Sabine Wren,{SWars},t,{13332},Star Wars
Edelgard von Hresvelg,"{`"Fire Emblem`"}",t,{13333},Fire Emblem
BUGS2,"{`"Terra Formars`"}",t,{13334},Terra Formars
Donatello K. Davis,"{`"Terra Formars`"}",t,{13334},Terra Formars
Thien,"{`"Terra Formars`"}",f,{13334},Terra Formars
Maria Viren,"{`"Terra Formars`"}",t,{13334},Terra Formars
Nanao Akita,"{`"Terra Formars`"}",t,{13334},Terra Formars
God Lee,"{`"Terra Formars`"}",t,{13334},Terra Formars
Ichiro Hiruma,"{`"Terra Formars`"}",t,{13334},Terra Formars
Zhang Ming-Ming,"{`"Terra Formars`"}",t,{13334},Terra Formars
Jaina Eisenstein,"{`"Terra Formars`"}",t,{13334},Terra Formars
Tejas Viji,"{`"Terra Formars`"}",t,{13334},Terra Formars
Victoria Wood,"{`"Terra Formars`"}",f,{13334},Terra Formars
Slice,"{`"My Hero Academia`"}",f,{13335},My Hero Academia
Slice,"{`"\\(My Hero\\)`"}",f,{13335},My Hero Academia
Slice,{BN?HA},f,{13335},My Hero Academia
Slice,{MHA},f,{13335},My Hero Academia
Slice,"{`"Boku no Hero`"}",f,{13335},My Hero Academia
Slice,"{`"Heroes Rising`"}",f,{13335},My Hero Academia
Kiruka Hasaki,"{`"My Hero Academia`"}",t,{13335},My Hero Academia
Kiruka Hasaki,"{`"\\(My Hero\\)`"}",t,{13335},My Hero Academia
Kiruka Hasaki,{BN?HA},t,{13335},My Hero Academia
Kiruka Hasaki,{MHA},t,{13335},My Hero Academia
Kiruka Hasaki,"{`"Boku no Hero`"}",t,{13335},My Hero Academia
Kiruka Hasaki,"{`"Heroes Rising`"}",t,{13335},My Hero Academia
Chimera,"{`"Chimera ?\\(My Hero Academia`"}",f,{13336},My Hero Academia
Chimera,"{`"Heroes Rising`"}",f,{13336},My Hero Academia
Chojuro Kon,"{`"My Hero Academia`"}",t,{13336},My Hero Academia
Chojuro Kon,"{`"Heroes Rising`"}",t,{13336},My Hero Academia
Nine,"{`"Nine ?\\(My Hero Academia`"}",f,{13337},My Hero Academia
Nine,"{`"My Hero Academia`",Gauntlet}",f,{13337},My Hero Academia
Nine,"{`"Heroes Rising`"}",f,{13337},My Hero Academia
Gandalf,"{`"Lord of the Rings`"}",t,"{5860,13338}",Lord of the Rings
Gandalf,{LOTR},t,"{5860,13338}",Lord of the Rings
Medicine Seller,{Mononoke},f,{13339},Mononoke
Herbert West,{Lovecraft},t,{},Lovecraft
Herbert West,{Reanimator},t,{},Lovecraft
Rathraq,{Rumble},t,{13341},Rumble
Rawhead Rex,"{`"Clive Barker`"}",t,{13342},""
Snare-oh,"{`"Ben (10|Ten)`"}",t,{13343},Ben 10
Gogeta,"{`"Fusion Reborn`"}",f,{13344},Dragon Ball Z: Fusion Reborn
Bondrewd,"{`"Made In Abyss`"}",t,{13345},Made In Abyss
Obama,{Jibjab},f,{13346},Jibjab
Umbrella Academy,"{`"Dark(-| )?Horse`"}",t,{2819},Dark Horse Comics
Umbrella Academy,{comics?},t,{2819},Dark Horse Comics
Kamen Rider Grease,{KR},t,{13347},Kamen Rider Build
Kamen Rider Grease,"{`"Kamen Rider`"}",t,{13347},Kamen Rider Build
Link,"{`"Link to the Past`"}",f,"{7498,3815}",Link to the Past
Link,{LTTP},f,"{7498,3815}",Link to the Past
Link,"{`"Oracle of Ages`"}",f,"{7498,3815}",Link to the Past
Link,{OOA},f,"{7498,3815}",Link to the Past
Link,"{`"Link's Awakening`"}",f,"{7498,3815}",Link to the Past
Calamity Mary,"{`"Magical Girl Raising Project`"}",t,"{3834,13348}",Magical Girl Raising Project
Sabine,"{`"Star ?Wars`"}",f,{13332},Star Wars
Sabine,{SWars},f,{13332},Star Wars
Herbert West,{1985},f,{22705},Re-Animator
Herbert West,"{`"Re(-| )Animator`"}",f,{22705},Re-Animator
Herbert West,{Slashers?},f,{22705},Re-Animator
Musician of the Forest,"{`"Magical Girl Raising Project`"}",t,"{3835,13349}",Magical Girl Raising Project
Swim Swim,"{`"Magical Girl Raising Project`"}",t,"{3836,13350}",Magical Girl Raising Project
Swim Swim,"{`"Mahou Shoujo Ikusei Keikaku`"}",t,"{3836,13350}",Magical Girl Raising Project
Mistral,"{`"MGs?:? ?RR?`"}",f,{5255},Metal Gear
Samus Aran,{Metroid},t,{5256},Metroid
Dark Samus,{Metroid},t,{5257},Metroid
Metroid,{default},t,{5258},""
Dragonite,{Pok(e|é)mon},t,{12098},Pokémon
Ridley,{Metroid},f,{5259},Metroid
Ridley,{Samus},f,{5259},Metroid
Ridley,{Mario},f,{5259},Metroid
Samus Aran,"{`"Samus Returns`"}",f,{5260},Metroid: Samus Returns
Cassie Cage,"{`"Mortal Kombat`"}",t,{5265},Mortal Kombat
Cassie Cage,"{`"MK\\d*`"}",t,{5265},Mortal Kombat
Cyrax,"{`"Mortal Kombat`"}",t,{5267},Mortal Kombat
Cyrax,"{`"MK\\d*`"}",t,{5267},Mortal Kombat
Hsu Hao,"{`"Mortal Kombat`"}",t,{5280},Mortal Kombat
Hsu Hao,"{`"MK\\d*`"}",t,{5280},Mortal Kombat
Jacqui Briggs,"{`"Mortal Kombat`"}",t,{5282},Mortal Kombat
Jacqui Briggs,"{`"MK\\d*`"}",t,{5282},Mortal Kombat
Jacqui,"{`"Mortal Kombat`"}",f,{5282},Mortal Kombat
Jacqui,"{`"MK\\d*`"}",f,{5282},Mortal Kombat
Jax Briggs,"{`"Mortal Kombat`"}",t,{5281},Mortal Kombat
Jax Briggs,"{`"MK\\d*`"}",t,{5281},Mortal Kombat
Jax,"{`"Mortal Kombat`"}",f,{5281},Mortal Kombat
Jax,"{`"MK\\d*`"}",f,{5281},Mortal Kombat
Jax,"{`"Winter Soldier`"}",f,{5281},Mortal Kombat
Jax,"{`"Metal Arms?`"}",f,{5281},Mortal Kombat
Johnny Cage,"{`"Mortal Kombat`"}",t,{5284},Mortal Kombat
Johnny Cage,"{`"MK\\d*`"}",t,{5284},Mortal Kombat
Kano,"{`"Mortal Kombat`"}",f,{5286},Mortal Kombat
Kano,"{`"MK\\d*`"}",f,{5286},Mortal Kombat
Kano,{Komposite},f,{5286},Mortal Kombat
Kung Lao,"{`"Mortal Kombat`"}",t,{5294},Mortal Kombat
Kung Lao,"{`"MK\\d*`"}",t,{5294},Mortal Kombat
Li Mei,"{`"Mortal Kombat`"}",t,{5295},Mortal Kombat
Li Mei,"{`"MK\\d*`"}",t,{5295},Mortal Kombat
Mokap,"{`"Mortal Kombat`"}",t,{5300},Mortal Kombat
Mokap,"{`"MK\\d*`"}",t,{5300},Mortal Kombat
Nightwolf,"{`"Mortal Kombat`"}",t,{5302},Mortal Kombat
Nightwolf,"{`"MK\\d*`"}",t,{5302},Mortal Kombat
Raiden,"{`"Mortal Kombat`"}",f,{5304},Mortal Kombat
Raiden,"{`"MK\\d*`"}",f,{5304},Mortal Kombat
Sonya Blade,"{`"Mortal Kombat`"}",t,{5312},Mortal Kombat
Sonya Blade,"{`"MK\\d*`"}",t,{5312},Mortal Kombat
Sonya,"{`"Mortal Kombat`"}",f,{5312},Mortal Kombat
Sonya,"{`"MK\\d*`"}",f,{5312},Mortal Kombat
Kuai Liang,"{`"Mortal Kombat`"}",t,{5314},Mortal Kombat
Kuai Liang,"{`"MK\\d*`"}",t,{5314},Mortal Kombat
Sub-Zero,"{`"Mortal Kombat`"}",f,"{5313,5314}",Mortal Kombat
Sub-Zero,"{`"MK\\d*`"}",f,"{5313,5314}",Mortal Kombat
Sub-Zero,{Scorpion},f,"{5313,5314}",Mortal Kombat
Takeda Takahashi,"{`"Mortal Kombat`"}",t,{5315},Mortal Kombat
Takeda Takahashi,"{`"MK\\d*`"}",t,{5315},Mortal Kombat
Takeda,"{`"Mortal Kombat`"}",f,{5315},Mortal Kombat
Takeda,"{`"MK\\d*`"}",f,{5315},Mortal Kombat
Tremor,"{`"Mortal Kombat`"}",f,{5318},Mortal Kombat
Tremor,"{`"MK\\d*`"}",f,{5318},Mortal Kombat
Blaze,"{`"Blaze ?\\(Mortal Kombat`"}",f,{5263},Mortal Kombat
Blaze,"{`"Blaze ?\\(MK\\d*`"}",f,{5263},Mortal Kombat
Blaze,"{`"Sh(ao|oa) K(ah|ha)n`"}",f,{5263},Mortal Kombat
Fujin,"{`"Mortal Kombat`"}",f,{5277},Mortal Kombat
Fujin,"{`"Shao Khan`"}",f,{5277},Mortal Kombat
Daegon,"{`"Mortal Kombat`"}",f,{5268},Mortal Kombat
Daegon,{MKd*},f,{5268},Mortal Kombat
Jade,"{`"Mortal Kombat`"}",f,{5283},Mortal Kombat
Jade,{MKd*},f,{5283},Mortal Kombat
Ashrah,"{`"Mortal Kombat`"}",t,{5261},Mortal Kombat
Ashrah,{MKd*},t,{5261},Mortal Kombat
Drahmin,"{`"Mortal Kombat`"}",t,{5271},Mortal Kombat
Drahmin,{MKd*},t,{5271},Mortal Kombat
Quan Chi,"{`"Mortal Kombat`"}",t,{5303},Mortal Kombat
Quan Chi,{MKd*},t,{5303},Mortal Kombat
Dairou,"{`"Mortal Kombat`"}",t,{5269},Mortal Kombat
Dairou,{MKd*},t,{5269},Mortal Kombat
Darrius,"{`"Mortal Kombat`"}",f,{5270},Mortal Kombat
Darrius,{MKd*},f,{5270},Mortal Kombat
Baraka,"{`"Mortal Kombat`"}",f,{5262},Mortal Kombat
Baraka,{MKd*},f,{5262},Mortal Kombat
Baraka,"{`"Earth ?realm`"}",f,{5262},Mortal Kombat
Baraka,{Outworld},f,{5262},Mortal Kombat
Baraka,"{`"Shang Tsung`"}",f,{5262},Mortal Kombat
Baraka,"{`"Shao Kahn`"}",f,{5262},Mortal Kombat
Baraka,{Wolverine},f,{5262},Mortal Kombat
Baraka,{Vega},f,{5262},Mortal Kombat
Bo' Rai Cho,"{`"Mortal Kombat`"}",t,{5264},Mortal Kombat
Bo' Rai Cho,{MKd*},t,{5264},Mortal Kombat
Ermac,"{`"Mortal Kombat`"}",t,{5273},Mortal Kombat
Ermac,{MKd*},t,{5273},Mortal Kombat
Erron Black,"{`"Mortal Kombat`"}",t,{5274},Mortal Kombat
Erron Black,{MKd*},t,{5274},Mortal Kombat
Ferra/Torr,"{`"Mortal Kombat`"}",t,{5275},Mortal Kombat
Ferra/Torr,{MKd*},t,{5275},Mortal Kombat
Kintaro,"{`"Mortal Kombat`"}",f,{5288},Mortal Kombat
Kintaro,{MKd*},f,{5288},Mortal Kombat
Kintaro,{Goro},f,{5288},Mortal Kombat
Kollector,"{`"Mortal Kombat`"}",t,{5290},Mortal Kombat
Kollector,{MKd*},t,{5290},Mortal Kombat
Li Mei,{MKd*},t,{5295},Mortal Kombat
Meat,"{`"Meat ?\\(Mortal Kombat`"}",f,{5298},Mortal Kombat
Meat,"{`"Meat ?\\(MK\\d*`"}",f,{5298},Mortal Kombat
Motaro,"{`"Mortal Kombat`"}",t,{5301},Mortal Kombat
Motaro,{MKd*},t,{5301},Mortal Kombat
Reptile,"{`"Mortal Kombat`"}",f,{5306},Mortal Kombat
Reptile,{MKd*},f,{5306},Mortal Kombat
Shang Tsung,"{`"Mortal Kombat`"}",t,{5308},Mortal Kombat
Shang Tsung,{MKd*},t,{5308},Mortal Kombat
Shao Kahn,"{`"Mortal Kombat`"}",t,{5309},Mortal Kombat
Shao Kahn,{MKd*},t,{5309},Mortal Kombat
Sheeva,"{`"Mortal Kombat`"}",t,{5310},Mortal Kombat
Sheeva,{MKd*},t,{5310},Mortal Kombat
Skarlet,"{`"Mortal Kombat`"}",t,{5311},Mortal Kombat
Skarlet,{MKd*},t,{5311},Mortal Kombat
Cetrion,"{`"Mortal Kombat`"}",t,{5266},Mortal Kombat
Cetrion,{MKd*},t,{5266},Mortal Kombat
Geras,"{`"Mortal Kombat`"}",t,{5278},Mortal Kombat
Geras,{MKd*},t,{5278},Mortal Kombat
Kronika,"{`"Mortal Kombat`"}",t,{5292},Mortal Kombat
Kronika,{MKd*},t,{5292},Mortal Kombat
Havik,"{`"Mortal Kombat`"}",t,{14750},Mortal Kombat
Havik,{MKd*},t,{14750},Mortal Kombat
Batman,"{`"Mortal Kombat`"}",f,{14751},Mortal Kombat
Reiko,"{`"Mortal Kombat`"}",f,{14752},Mortal Kombat
Reiko,{MKd*},f,{14752},Mortal Kombat
Onaga,"{`"Mortal Kombat`"}",t,{14753},Mortal Kombat
Onaga,{MKd*},t,{14753},Mortal Kombat
Nitara,"{`"Mortal Kombat`"}",t,{14754},Mortal Kombat
Nitara,{MKd*},t,{14754},Mortal Kombat
Khameleon,"{`"Mortal Kombat`"}",t,{14755},Mortal Kombat
Khameleon,{MKd*},t,{14755},Mortal Kombat
D'Vorah,"{`"Mortal Kombat`"}",t,{14756},Mortal Kombat
D'Vorah,{MKd*},t,{14756},Mortal Kombat
Chameleon,"{`"Mortal Kombat`",Scorpion}",f,{14757},Mortal Kombat
Hotaru,"{`"Mortal Kombat`"}",f,{14758},Mortal Kombat
Hotaru,{MKd*},f,{14758},Mortal Kombat
Moloch,"{`"Mortal Kombat`"}",f,{14759},Mortal Kombat
Moloch,{MKd*},f,{14759},Mortal Kombat
Sindel,"{`"Mortal Kombat`"}",t,{14760},Mortal Kombat
Sindel,{MKd*},t,{14760},Mortal Kombat
Kurtis Stryker,"{`"Mortal Kombat`"}",t,{14761},Mortal Kombat
Kurtis Stryker,"{`"MK\\d*`"}",t,{14761},Mortal Kombat
Stryker,"{`"Mortal Kombat`"}",f,{14761},Mortal Kombat
Stryker,"{`"MK\\d*`"}",f,{14761},Mortal Kombat
Smoke,"{`"Mortal Kombat`"}",f,{14762},Mortal Kombat
Shujinko,"{`"Mortal Kombat`"}",t,{14763},Mortal Kombat
Shujinko,"{`"MK\\d*`"}",t,{14763},Mortal Kombat
Sektor,"{`"Mortal Kombat`"}",t,{14764},Mortal Kombat
Sektor,"{`"MK\\d*`"}",t,{14764},Mortal Kombat
Sektor,{Cyrax},t,{14764},Mortal Kombat
Mavado,"{`"Mortal Kombat`"}",f,{14765},Mortal Kombat
Mavado,"{`"MK\\d*`"}",f,{14765},Mortal Kombat
Kung Jin,"{`"Mortal Kombat`"}",t,{14766},Mortal Kombat
Kung Jin,"{`"MK\\d*`"}",t,{14766},Mortal Kombat
Kobra,"{`"Mortal Kombat`"}",f,{14767},Mortal Kombat
Kobra,"{`"MK\\d*`"}",f,{14767},Mortal Kombat
Kira,"{`"Mortal Kombat`",`"Shao K(ah|ha)n`"}",f,{14768},Mortal Kombat
Kira,"{`"MK\\d*`",`"Shao K(ah|ha)n`"}",f,{14768},Mortal Kombat
Kai,"{`"Kai ?\\(Mortal Kombat`"}",f,{14769},Mortal Kombat
Kai,"{`"Kai ?\\(MK\\d*`"}",f,{14769},Mortal Kombat
Jarek,"{`"Mortal Kombat`"}",f,{14770},Mortal Kombat
Jarek,"{`"MK\\d*`"}",f,{14770},Mortal Kombat
Colonel Volgin,"{`"Metal ?Gear`"}",t,{14771},Metal Gear
Colonel Volgin,"{`"MGS\\d?`"}",t,{14771},Metal Gear
Ryu,"{`"Marvel vs\\.? Capcom`"}",f,{14772},Marvel vs. Capcom
Ryu,"{`"MVC\\d?`"}",f,{14772},Marvel vs. Capcom
Haggar,"{`"Marvel vs\\.? Capcom`"}",f,{14773},Marvel vs. Capcom
Haggar,"{`"MVC\\d?`"}",f,{14773},Marvel vs. Capcom
Mike Haggar,"{`"Marvel vs\\.? Capcom`"}",f,{14773},Marvel vs. Capcom
Mike Haggar,"{`"MVC\\d?`"}",f,{14773},Marvel vs. Capcom
Peach,"{`"Mario (&|and) Luigi`"}",f,{14774},Mario & Luigi
Princess Peach,"{`"Mario (&|and) Luigi`"}",f,{14774},Mario & Luigi
Zelda,"{`"Hyrule Warriors\\)`"}",f,{14775},Hyrule Warriors
Linkle,{Zelda},t,{14776},Hyrule Warriors
Linkle,{T?LOZ},t,{14776},Hyrule Warriors
Linkle,"{`"Hyrule Warriors`"}",t,{14776},Hyrule Warriors
Lana,{Zelda},f,{14777},Hyrule Warriors
Lana,{T?LOZ},f,{14777},Hyrule Warriors
Lana,"{`"Hyrule Warriors`"}",f,{14777},Hyrule Warriors
Cia,{Zelda},f,{14778},Hyrule Warriors
Cia,{T?LOZ},f,{14778},Hyrule Warriors
Cia,"{`"Hyrule Warriors`"}",f,{14778},Hyrule Warriors
Epona,{Zelda},t,{14780},The Legend of Zelda
Bongo Bongo,{Zelda},f,{14781},The Legend of Zelda
Zelda,"{`"Zelda ?\\(Breath of the Wild`"}",f,{14782},Breath of the Wild
Zelda,"{`"Zelda ?\\(BOTW`"}",f,{14782},Breath of the Wild
Link,{Minish},f,{14783},Minish Cap
Link,"{`"Four Swords`"}",f,"{14784,14785}",Four Swords
Links,"{`"Four Swords`"}",f,"{14784,14785}",Four Swords
Ganondorf,"{`"Four Swords`"}",f,{14786},Four Swords
Composite Ganon,{Zelda},t,"{14787,5206}",""
Ganondorf,"{`"Legend of Zelda`"}",t,"{14787,5206}",The Legend of Zelda
Calamity Ganon,{Zelda},t,{14788},The Legend of Zelda
Ganondorf,"{`"Breath of the Wild`"}",f,{14788},Breath of the Wild
Ganondorf,{BOTW},f,{14788},Breath of the Wild
Mordekaiser,{League},t,{14789},League of Legends
Garen,{League},t,{14790},League of Legends
Garen,{LOL},t,{14790},League of Legends
Void Termina,{Kirby},t,{14791},Kirby
Squeak,{Kirby},f,{14792},Kirby
Kirby Mass Attack,{default},t,{14793},""
Adeleine,{Kirby},t,{14794},Kirby
Demyx,"{`"Kingdom Hearts`"}",t,{14795},Kingdom Hearts
Precursors,{Halo(verse)?},f,{14796},Halo
Precursors,{Forerunners?},f,{14796},Halo
Forerunner,{Halo(verse)?},f,{14797},Halo
Forerunner,{Flood},f,{14797},Halo
Forerunner,"{`"Star Wars`"}",f,{14797},Halo
Baldur,"{`"God of War`"}",f,{14798},God of War
Baldur,"{`"G\\.?O\\.?W`"}",f,{14798},God of War
Rhea,"{`"Fire Emblem`"}",f,{14799},Fire Emblem
Rhea,{FE},f,{14799},Fire Emblem
Rhea,{Archbishop},f,{14799},Fire Emblem
Rhea,"{`"Three Houses`"}",f,{14799},Fire Emblem
Rhea,{FE3H},f,{14799},Fire Emblem
Zulmak,{Destiny},f,{14800},Destiny
Doc Rocket,"{`"Extreme Universe`"}",t,{14801},Extreme Universe
Doc Rocket,{Youngblood},t,{14801},Extreme Universe
Thing,"{`"John Carpenters?`"}",f,{14803},John Carpenter
Thing,{1982},f,{14803},John Carpenter
Thing,"{`"Thing ?\\(The Thing`"}",f,{14803},John Carpenter
Thing,"{`"The Thing\\)`"}",f,{14803},John Carpenter
Porcupine,{616},f,{14804},616
Porcupine,{Marvel},f,{14804},616
Roger Gocking,{616},t,{14804},616
Joe Cartelli,{616},t,{14805},616
Blue Shield,{616},f,{14805},616
Blue Shield,{Marvel},f,{14805},616
Flying Tiger,{616},f,{14806},616
Flying Tiger,{Marvel},f,{14806},616
Chemistro,{Calvin|Carr},f,{14807},Calvin Carr
Anaconda,{616},f,{14808},616
Blanche Sitznski,{616},t,{14808},616
Satoru Gojo,"{`"Jujus?ts?u Kaisen`"}",t,{14809},Jujutsu Kaisen
SCP-2273,"{`"SCP Foundation`"}",t,{14810},""
Cú Chulainn,"{`"Grand Order`"}",f,{14811},Fate/Grand Order
Cú Chulainn,{F/?GO},f,{14811},Fate/Grand Order
Altera,"{`"Grand Order`"}",f,{14812},Fate/Grand Order
Altera,{F/?GO},f,{14812},Fate/Grand Order
Ereshkigal,"{`"Grand Order`"}",f,{14813},Fate/Grand Order
Ereshkigal,{F/?GO},f,{14813},Fate/Grand Order
Ereshkigal,{Fate},f,{14813},Fate/Grand Order
Enkidu,"{`"Grand Order`"}",f,{14814},Fate/Grand Order
Enkidu,{F/?GO},f,{14814},Fate/Grand Order
Paul Bunyan,"{`"Grande? Order`"}",f,{14815},Fate/Grand Order
Paul Bunyan,{F/?GO},f,{14815},Fate/Grand Order
Paul Bunyan,{Fate},f,{14815},Fate/Grand Order
Pisces Aphrodite,{Seiya},t,{14816},Saint Seiya
Witchblade,"{`"Top Cow`"}",t,{14817},Image Comics
Witchblade,{Image},t,{14817},Image Comics
Sara,{Witchblade},f,{14817},Witchblade
Sara Pezzini,{Witchblade},t,{14817},Witchblade
Ian Nottingham,{Witchblade},t,{14817},Witchblade
Charon,"{`"Fire ?Force`"}",f,{14818},Fire Force
Kanjuro,"{`"One ?Piece?`"}",t,{14819},One Piece
Duval,"{`"One ?Piece?`"}",f,{14820},One Piece
Pekoms,"{`"One ?Piece?`"}",t,{14821},One Piece
Jack,"{`"the Drought`"}",f,{14822},One Piece
Jack,"{`"Jack ?\\(One Piece`"}",f,{14822},One Piece
Joker,"{`"Joaquin Phoenix`"}",f,{14823},2019
Joker,"{`"Joker ?\\(Phoenix`"}",f,{14823},2019
Joker,{2019},f,{14823},2019
